city,city_ascii,lat,lng,country,iso2,iso3,admin_name,capital,population,id,nearest_region_idx,dist_km_nearest_region,access_score,nearest_provider,nearest_region,nearest_location_name,nearest_lat,nearest_lon,ai_inst_count,ai_works_recent,geo_city,geo_country_code,top_inst_count,top_inst_ai_works,regions_within_1000,regions_within_1500,providers_within_1000,score_proximity,score_provider_diversity,score_redundancy,score_population,score_institutions,bundle_score,distance_only_score,bundle_gain_vs_distance
Balkanabat,Balkanabat,39.5119,54.365,Turkmenistan,TM,TKM,Balkan,admin,89785.0,1795885709,23,1527.2874627067338,46.59654769713168,aws,me-south-1,Middle East (Bahrain),26.1551249,50.5344606,0.0,0.0,,,0.0,0.0,0,0,0,0.7504468368284171,0.0,0.0,0.07949455380130653,0.0,31.210291780156286,75.04468368284171,-43.834391902685425
Navoiy,Navoiy,40.0833,65.3833,Uzbekistan,UZ,UZB,Navoiy,admin,134100.0,1860291734,82,1669.0432225269008,43.40820917532447,gcp,asia-south2,"Delhi, India APAC",28.6517178,77.2219388,0.0,0.0,,,0.0,0.0,0,0,0,0.7272844662042128,0.0,0.0,0.14055873011022144,0.0,31.199759599821835,72.72844662042128,-41.52868702059945
Sorriso,Sorriso,-12.545,-55.7108,Brazil,BR,BRA,Mato Grosso,,92769.0,1076873169,99,1542.1377885589457,46.25184207012854,gcp,southamerica-east1,"Osasco, São Paulo, Brazil, South America",-23.5324859,-46.7916801,0.0,0.0,,,0.0,0.0,0,0,0,0.7480203481149038,0.0,0.0,0.08447118817267862,0.0,31.18788174718633,74.80203481149039,-43.614153064304055
Port-de-Paix,Port-de-Paix,19.95,-72.8333,Haiti,HT,HTI,Nord-Ouest,admin,121220.0,1332536650,103,1635.615941836565,44.13981524099406,gcp,us-east1,"Moncks Corner, South Carolina, North America",33.1973235,-80.01094796275407,0.0,0.0,,,0.0,0.0,0,0,0,0.7327463611232701,0.0,0.0,0.1251881317142424,0.0,31.18767642064444,73.274636112327,-42.086959691682566
Keren,Keren,15.6804,38.45,Eritrea,ER,ERI,Ānseba,admin,150000.0,1232693598,23,1710.2630225693704,42.52272652209814,aws,me-south-1,Middle East (Bahrain),26.1551249,50.5344606,0.0,0.0,,,0.0,0.0,0,0,0,0.7205493022373274,0.0,0.0,0.15761449586048093,0.0,31.18618952740031,72.05493022373274,-40.86874069633243
Dumaguete City,Dumaguete City,9.3103,123.3081,Philippines,PH,PHL,Negros Oriental,admin,131377.0,1608682936,76,1667.819231002862,43.43478294606476,gcp,asia-east1,"Changhua County, Taiwan, APAC",24.0755667,120.5444667,0.0,0.0,,,0.0,0.0,0,0,0,0.7274844619247158,0.0,0.0,0.13743605326300815,0.0,31.160919275933757,72.74844619247159,-41.58752691653783
Magway,Magway,20.15,94.95,Myanmar,MM,MMR,Magway,admin,125973.0,1104246517,64,1653.4149962361507,43.748734552456256,azure,jioindiacentral,"Nagpur, Jio India Central, Asia Pacific",21.146633,79.08886,0.0,0.0,,,0.0,0.0,0,0,0,0.7298380609929149,0.0,0.0,0.13104244562214287,0.0,31.15915912404874,72.9838060992915,-41.82464697524276
Pakokku,Pakokku,21.332,95.0866,Myanmar,MM,MMR,Magway,,126938.0,1104161315,64,1657.4565831582545,43.66041666190584,azure,jioindiacentral,"Nagpur, Jio India Central, Asia Pacific",21.146633,79.08886,0.0,0.0,,,0.0,0.0,0,0,0,0.7291776805306432,0.0,0.0,0.13220403494690794,0.0,31.150167745429346,72.91776805306432,-41.76760030763498
Cawayan,Cawayan,9.9667,122.6167,Philippines,PH,PHL,Negros Occidental,,102165.0,1608006603,76,1584.1330987331387,45.290787104168,gcp,asia-east1,"Changhua County, Taiwan, APAC",24.0755667,120.5444667,0.0,0.0,,,0.0,0.0,0,0,0,0.7411584686401858,0.0,0.0,0.0991564593556929,0.0,31.133685635942825,74.11584686401858,-42.98216122807575
Watampone,Watampone,-4.5328,120.3334,Indonesia,ID,IDN,Sulawesi Selatan,minor,81629.0,1360956480,9,1506.3041731753478,47.087995663633336,aws,ap-southeast-3,Asia Pacific (Jakarta),-6.1753942,106.827183,0.0,0.0,,,0.0,0.0,0,0,0,0.7538754292867237,0.0,0.0,0.06499855128460943,0.0,31.12999544073809,75.38754292867237,-44.25754748793429
Mbeya,Mbeya,-8.9,33.45,Tanzania,TZ,TZA,Mbeya,admin,291649.0,1834396594,41,1951.482895665608,37.6912788764222,azure,southafricanorth,"Johannesburg, South Africa North, Africa",-25.73134,28.21837,0.0,0.0,,,0.0,0.0,0,0,0,0.6811348607383252,0.0,0.0,0.258825758139179,0.0,31.1277808016207,68.11348607383252,-36.98570527221182
Les Cayes,Les Cayes,18.2004,-73.75,Haiti,HT,HTI,Sud,admin,175457.0,1332587854,103,1780.5835826882849,41.05359444386346,gcp,us-east1,"Moncks Corner, South Carolina, North America",33.1973235,-80.01094796275407,0.0,0.0,,,0.0,0.0,0,0,0,0.7090591809326111,0.0,0.0,0.1814757537591171,0.0,31.084503543691206,70.9059180932611,-39.8214145495699
Salina Cruz,Salina Cruz,16.1671,-95.2,Mexico,MX,MEX,Oaxaca,,81063.0,1484364230,31,1511.370012246551,46.96887648286051,azure,southcentralus,"Texas, South Central US, US",29.4167,-98.5,0.0,0.0,,,0.0,0.0,0,0,0,0.7530476897843668,0.0,0.0,0.06393944147448666,0.0,31.08099921349197,75.30476897843667,-44.2237697649447
Marawi City,Marawi City,8.0,124.3,Philippines,PH,PHL,Lanao del Sur,admin,201785.0,1608812117,76,1831.6638376926628,40.018356731944806,gcp,asia-east1,"Changhua County, Taiwan, APAC",24.0755667,120.5444667,0.0,0.0,,,0.0,0.0,0,0,0,0.7007128548327671,0.0,0.0,0.2027569712764613,0.0,31.06986876245761,70.07128548327671,-39.0014167208191
Cubal,Cubal,-13.0333,14.2333,Angola,AO,AGO,Benguela,,357618.0,1024580158,41,2032.7907395773843,36.18970970755772,azure,southafricanorth,"Johannesburg, South Africa North, Africa",-25.73134,28.21837,0.0,0.0,,,0.0,0.0,0,0,0,0.6678494576074142,0.0,0.0,0.2898649780364847,0.0,31.06195297484384,66.78494576074142,-35.72299278589758
Votkinsk,Votkinsk,57.05,54.0,Russia,RU,RUS,Udmurtiya,,97550.0,1643007991,88,1580.6169581282488,45.37048152562132,gcp,europe-north1,"Hamina, Finland, Europe",60.5688901,27.1881877,0.0,0.0,,,0.0,0.0,0,0,0,0.7417329931036756,0.0,0.0,0.09212041881288524,0.0,31.0511260063403,74.17329931036755,-43.12217330402726
Pagadian,Pagadian,7.8333,123.4333,Philippines,PH,PHL,Zamboanga del Sur,admin,199060.0,1608329397,76,1832.0597975729795,40.01043468430292,gcp,asia-east1,"Changhua County, Taiwan, APAC",24.0755667,120.5444667,0.0,0.0,,,0.0,0.0,0,0,0,0.7006481564422972,0.0,0.0,0.20068735942021476,0.0,31.036236648995107,70.06481564422971,-39.028578995234604
Kamyshin,Kamyshin,50.0833,45.4,Russia,RU,RUS,Volgogradskaya Oblast’,,111100.0,1643117920,88,1628.5646891308252,44.29571038935831,gcp,europe-north1,"Hamina, Finland, Europe",60.5688901,27.1881877,0.0,0.0,,,0.0,0.0,0,0,0,0.7338985099230257,0.0,0.0,0.11191848270749243,0.0,31.034717637533415,73.38985099230257,-42.35513335476915
Caála,Caala,-12.85,15.55,Angola,AO,AGO,Huambo,,279792.0,1024160241,41,1951.502172066075,37.690915602079976,azure,southafricanorth,"Johannesburg, South Africa North, Africa",-25.73134,28.21837,0.0,0.0,,,0.0,0.0,0,0,0,0.6811317110452723,0.0,0.0,0.25250806417499727,0.0,31.032889404435853,68.11317110452723,-37.080281700091376
San Juan Sacatepéquez,San Juan Sacatepequez,14.7189,-90.6442,Guatemala,GT,GTM,Guatemala,minor,193000.0,1320451247,31,1822.3135689396315,40.20588594776888,azure,southcentralus,"Texas, South Central US, US",29.4167,-98.5,0.0,0.0,,,0.0,0.0,0,0,0,0.7022406544126106,0.0,0.0,0.19598141485547682,0.0,31.029347399336583,70.22406544126106,-39.194718041924475
Guihulñgan,Guihulngan,10.1167,123.2667,Philippines,PH,PHL,Negros Oriental,,95969.0,1608628412,76,1578.7230556123409,45.41346550883244,gcp,asia-east1,"Changhua County, Taiwan, APAC",24.0755667,120.5444667,0.0,0.0,,,0.0,0.0,0,0,0,0.7420424498203212,0.0,0.0,0.08963323560394615,0.0,31.02619652687204,74.20424498203212,-43.17804845516008
Novokuybyshevsk,Novokuybyshevsk,53.1,49.9167,Russia,RU,RUS,Samarskaya Oblast’,,102075.0,1643467643,88,1600.6467040064215,44.918369618417806,gcp,europe-north1,"Hamina, Finland, Europe",60.5688901,27.1881877,0.0,0.0,,,0.0,0.0,0,0,0,0.7384602061768697,0.0,0.0,0.09902230900036542,0.0,31.023742882080267,73.84602061768697,-42.822277735606704
Murcia,Murcia,10.6,123.0333,Philippines,PH,PHL,Negros Occidental,,81286.0,1608306618,76,1521.388180937769,46.73419368261035,gcp,asia-east1,"Changhua County, Taiwan, APAC",24.0755667,120.5444667,0.0,0.0,,,0.0,0.0,0,0,0,0.7514107578071676,0.0,0.0,0.06435760342467331,0.0,31.021794363656806,75.14107578071676,-44.11928141705995
La Laguna,La Laguna,28.4853,-16.3167,Spain,ES,ESP,Canary Islands,,158911.0,1724625025,89,1756.2185047816477,41.55679033568799,gcp,europe-southwest1,"Madrid, Spain, Europe",40.4167047,-3.7035825,0.0,0.0,,,0.0,0.0,0,0,0,0.7130403451934291,0.0,0.0,0.16639875434017767,0.0,31.017595122839825,71.3040345193429,-40.286439396503084
El Obeid,El Obeid,13.1833,30.2167,Sudan,SD,SDN,North Kordofan,admin,418280.0,1729215531,21,2094.7903435014928,35.08504650635939,aws,il-central-1,Middle East (Israel) - ???,31.5313113,34.8667654,0.0,0.0,,,0.0,0.0,0,0,0,0.6577189499901868,0.0,0.0,0.3137152069165805,0.0,31.01448610335618,65.77189499901867,-34.75740889566249
Bayawan,Bayawan,9.3667,122.8,Philippines,PH,PHL,Negros Oriental,,117900.0,1608189345,76,1652.975262693402,43.758354502989,gcp,asia-east1,"Changhua County, Taiwan, APAC",24.0755667,120.5444667,0.0,0.0,,,0.0,0.0,0,0,0,0.7299099118390884,0.0,0.0,0.12096104845453498,0.0,31.01081220038156,72.99099118390883,-41.98017898352727
Derbent,Derbent,42.0692,48.2958,Russia,RU,RUS,Dagestan,minor,123720.0,1643003556,21,1670.180592068859,43.38353060565946,aws,il-central-1,Middle East (Israel) - ???,31.5313113,34.8667654,0.0,0.0,,,0.0,0.0,0,0,0,0.727098624197504,0.0,0.0,0.1282954531041489,0.0,31.00837676446239,72.70986241975041,-41.70148565528802
Pyay,Pyay,18.8165,95.2114,Myanmar,MM,MMR,Bago,,135308.0,1104978348,64,1703.8280404616723,42.659763353437775,azure,jioindiacentral,"Nagpur, Jio India Central, Asia Pacific",21.146633,79.08886,0.0,0.0,,,0.0,0.0,0,0,0,0.7216007546843228,0.0,0.0,0.141923786138694,0.0,30.99288697945332,72.16007546843228,-41.167188488978965
Tagum,Tagum,7.4478,125.8078,Philippines,PH,PHL,Davao del Norte,admin,259444.0,1608755366,76,1932.0962468440443,38.05840915181678,gcp,asia-east1,"Changhua County, Taiwan, APAC",24.0755667,120.5444667,0.0,0.0,,,0.0,0.0,0,0,0,0.6843025679675482,0.0,0.0,0.2410148409071179,0.0,30.987325332308696,68.43025679675482,-37.44293146444612
Balamban,Balamban,10.4667,123.7833,Philippines,PH,PHL,Cebu,,87177.0,1608443221,76,1551.5929606850837,46.03369855857243,gcp,asia-east1,"Changhua County, Taiwan, APAC",24.0755667,120.5444667,0.0,0.0,,,0.0,0.0,0,0,0,0.7464754077091024,0.0,0.0,0.07500763252393622,0.0,30.984130796223138,74.64754077091024,-43.6634099746871
Usulután,Usulutan,13.35,-88.45,El Salvador,SV,SLV,Usulután,admin,378606.0,1222984157,31,2064.888491124296,35.61354134616048,azure,southcentralus,"Texas, South Central US, US",29.4167,-98.5,0.0,0.0,,,0.0,0.0,0,0,0,0.662604802868331,0.0,0.0,0.29854602165309424,0.0,30.982382439529655,66.2604802868331,-35.27809784730344
Santa Ana,Santa Ana,13.9833,-89.5333,El Salvador,SV,SLV,Santa Ana,admin,270413.0,1222021362,31,1948.165394533431,37.75385118817675,azure,southcentralus,"Texas, South Central US, US",29.4167,-98.5,0.0,0.0,,,0.0,0.0,0,0,0,0.6816769282413825,0.0,0.0,0.24731807037061948,0.0,30.97684818521459,68.16769282413824,-37.19084463892365
Daşoguz,Dasoguz,41.8167,59.9831,Turkmenistan,TM,TKM,Daşoguz,admin,227184.0,1795167397,56,1889.608172776698,38.8755725979928,azure,uaenorth,"Dubai, UAE North, Middle East",25.266666,55.316666,0.0,0.0,,,0.0,0.0,0,0,0,0.6912449632529672,0.0,0.0,0.2208034015096427,0.0,30.961849552763333,69.12449632529672,-38.162646772533385
Kengtung,Kengtung,21.2914,99.6039,Myanmar,MM,MMR,Shan State,,75865.0,1104395820,1,1506.6825476576794,47.079088058270926,aws,ap-east-1,Asia Pacific (Hong Kong),22.2793278,114.1628131,0.0,0.0,,,0.0,0.0,0,0,0,0.7538136042857104,0.0,0.0,0.05385194148956752,0.0,30.96032329377193,75.38136042857104,-44.421037134799114
San Francisco de Macorís,San Francisco de Macoris,19.3,-70.25,Dominican Republic,DO,DOM,Cibao Nordeste,admin,188118.0,1214710545,103,1824.0310164738416,40.17137501772665,gcp,us-east1,"Moncks Corner, South Carolina, North America",33.1973235,-80.01094796275407,0.0,0.0,,,0.0,0.0,0,0,0,0.7019600297920274,0.0,0.0,0.19208150889195472,0.0,30.95962382506042,70.19600297920275,-39.23637915414233
Baubau,Baubau,-5.4667,122.633,Indonesia,ID,IDN,Sulawesi Tenggara,,152143.0,1360789994,9,1750.172454235579,41.68260764176998,aws,ap-southeast-3,Asia Pacific (Jakarta),-6.1753942,106.827183,0.0,0.0,,,0.0,0.0,0,0,0,0.71402824765142,0.0,0.0,0.1597737729966747,0.0,30.95773650100692,71.402824765142,-40.44508826413508
Garanhuns,Garanhuns,-8.8903,-36.4928,Brazil,BR,BRA,Pernambuco,,136949.0,1076673653,75,1714.683297886996,42.42884922194804,azure,brazilsoutheast,"Rio, Brazil Southeast, South America",-22.90278,-43.2075,0.0,0.0,,,0.0,0.0,0,0,0,0.7198270454817799,0.0,0.0,0.14375874334176691,0.0,30.9494629693977,71.98270454817799,-41.03324157878029
Calatrava,Calatrava,10.6,123.4833,Philippines,PH,PHL,Negros Occidental,,80624.0,1608680606,76,1530.3510175537144,46.52522679517561,gcp,asia-east1,"Changhua County, Taiwan, APAC",24.0755667,120.5444667,0.0,0.0,,,0.0,0.0,0,0,0,0.7499462632158643,0.0,0.0,0.06311287182088234,0.0,30.94454360594781,74.99462632158644,-44.050082715638624
Sarapul,Sarapul,56.4667,53.8,Russia,RU,RUS,Udmurtiya,,97910.0,1643320672,88,1598.688908424923,44.96236163953456,gcp,europe-north1,"Hamina, Finland, Europe",60.5688901,27.1881877,0.0,0.0,,,0.0,0.0,0,0,0,0.7387801027858161,0.0,0.0,0.09268112454761651,0.0,30.941420979646892,73.87801027858161,-42.93658929893472
Yenangyaung,Yenangyaung,20.4583,94.8732,Myanmar,MM,MMR,Magway,,110553.0,1104118838,64,1641.83615794183,44.0027489022176,azure,jioindiacentral,"Nagpur, Jio India Central, Asia Pacific",21.146633,79.08886,0.0,0.0,,,0.0,0.0,0,0,0,0.7317300006524464,0.0,0.0,0.11116719718500004,0.0,30.936707983872857,73.17300006524464,-42.23629208137178
Xırdalan,Xirdalan,40.4486,49.7564,Azerbaijan,AZ,AZE,Abşeron,admin,95200.0,1031145251,23,1590.988527154885,45.13580899166807,aws,me-south-1,Middle East (Bahrain),26.1551249,50.5344606,0.0,0.0,,,0.0,0.0,0,0,0,0.7400383168093633,0.0,0.0,0.08840861654343013,0.0,30.927661920525985,74.00383168093633,-43.076169760410345
Baracoa,Baracoa,20.3444,-74.4956,Cuba,CU,CUB,Guantánamo,minor,79797.0,1192326052,103,1529.7374996756546,46.53950101364555,gcp,us-east1,"Moncks Corner, South Carolina, North America",33.1973235,-80.01094796275407,0.0,0.0,,,0.0,0.0,0,0,0,0.7500465097842876,0.0,0.0,0.06154345946492304,0.0,30.92501228334535,75.00465097842876,-44.0796386950834
Vila Teixeira da Silva,Vila Teixeira da Silva,-12.1958,15.8556,Angola,AO,AGO,Huambo,,294494.0,1024863343,41,1985.973391843169,37.04685600832352,azure,southafricanorth,"Johannesburg, South Africa North, Africa",-25.73134,28.21837,0.0,0.0,,,0.0,0.0,0,0,0,0.6754992403128071,0.0,0.0,0.26030341964896114,0.0,30.9245209072467,67.54992403128071,-36.62540312403401
Hinigaran,Hinigaran,10.2667,122.85,Philippines,PH,PHL,Negros Occidental,,85602.0,1608738002,76,1554.7707257733316,45.96061449486314,gcp,asia-east1,"Changhua County, Taiwan, APAC",24.0755667,120.5444667,0.0,0.0,,,0.0,0.0,0,0,0,0.7459561725625091,0.0,0.0,0.07223245385465117,0.0,30.921733710320133,74.59561725625092,-43.673883545930785
Puerto Cortés,Puerto Cortes,15.8833,-87.95,Honduras,HN,HND,Cortés,,200000.0,1340000062,31,1851.443814120112,39.62452635453047,azure,southcentralus,"Texas, South Central US, US",29.4167,-98.5,0.0,0.0,,,0.0,0.0,0,0,0,0.6974808793170505,0.0,0.0,0.20140446421506286,0.0,30.920302135907964,69.74808793170504,-38.827785795797084
Araguaína,Araguaina,-7.1908,-48.2069,Brazil,BR,BRA,Tocantins,,183381.0,1076632868,99,1823.3872998174436,40.184306590286845,gcp,southamerica-east1,"Osasco, São Paulo, Brazil, South America",-23.5324859,-46.7916801,0.0,0.0,,,0.0,0.0,0,0,0,0.7020652107299405,0.0,0.0,0.18819945749901795,0.0,30.905600291682894,70.20652107299405,-39.300920781311156
Moca,Moca,19.3833,-70.5167,Dominican Republic,DO,DOM,Cibao Norte,minor,172294.0,1214863528,103,1802.0530544042635,40.61525190650697,gcp,us-east1,"Moncks Corner, South Carolina, North America",33.1973235,-80.01094796275407,0.0,0.0,,,0.0,0.0,0,0,0,0.7055511480906143,0.0,0.0,0.17870667933968573,0.0,30.902646113719857,70.55511480906142,-39.65246869534157
May Pen,May Pen,17.95,-77.25,Jamaica,JM,JAM,Clarendon,admin,135142.0,1388671677,103,1717.6710368337497,42.365513378824765,gcp,us-east1,"Moncks Corner, South Carolina, North America",33.1973235,-80.01094796275407,0.0,0.0,,,0.0,0.0,0,0,0,0.7193388599089264,0.0,0.0,0.14173692788339204,0.0,30.89960831460794,71.93388599089265,-41.03427767628471
Kaspiysk,Kaspiysk,42.8833,47.6333,Russia,RU,RUS,Dagestan,,123988.0,1643020514,21,1690.6492923339083,42.94179266950873,aws,il-central-1,Middle East (Israel) - ???,31.5313113,34.8667654,0.0,0.0,,,0.0,0.0,0,0,0,0.7237541137357332,0.0,0.0,0.12862482441521136,0.0,30.879536915657503,72.37541137357331,-41.49587445791581
Kohīma,Kohima,25.6667,94.1194,India,IN,IND,Nāgāland,admin,99039.0,1356332206,64,1612.7822756415908,44.64663980516408,azure,jioindiacentral,"Nagpur, Jio India Central, Asia Pacific",21.146633,79.08886,0.0,0.0,,,0.0,0.0,0,0,0,0.7364772983337813,0.0,0.0,0.09442628295211973,0.0,30.875486177633043,73.64772983337812,-42.77224365574508
Cozumel,Cozumel,20.5104,-86.9493,Mexico,MX,MEX,Quintana Roo,minor,77236.0,1484935305,31,1526.838617784239,46.607006182567126,azure,southcentralus,"Texas, South Central US, US",29.4167,-98.5,0.0,0.0,,,0.0,0.0,0,0,0,0.7505201764405839,0.0,0.0,0.05657815400530091,0.0,30.86947936770287,75.0520176440584,-44.18253827635553
Montego Bay,Montego Bay,18.4667,-77.9167,Jamaica,JM,JAM,Saint James,admin,110115.0,1388955058,103,1651.2035734009155,43.79713478116881,gcp,us-east1,"Moncks Corner, South Carolina, North America",33.1973235,-80.01094796275407,0.0,0.0,,,0.0,0.0,0,0,0,0.730199399363797,0.0,0.0,0.1105629345639218,0.0,30.86641999301071,73.0199399363797,-42.15351994336899
Callao,Callao,-12.0611,-77.1333,Peru,PE,PER,Callao,admin,1129854.0,1604422141,100,2466.582012627618,29.133222209715555,gcp,southamerica-west1,"Santiago, Chile, South America",-33.4377756,-70.6504502,0.0,0.0,,,0.0,0.0,0,0,0,0.5969695564825398,0.0,0.0,0.4649723041499758,0.0,30.85336682155123,59.69695564825398,-28.843588826702753
Taunggyi,Taunggyi,20.7833,96.9667,Myanmar,MM,MMR,Shan State,admin,160115.0,1104364374,1,1785.4755497641586,40.95330073606314,aws,ap-east-1,Asia Pacific (Hong Kong),22.2793278,114.1628131,0.0,0.0,,,0.0,0.0,0,0,0,0.708259851475829,0.0,0.0,0.16754768572194095,0.0,30.843609344862276,70.8259851475829,-39.982375802720625
Kūstī,Kusti,13.17,32.66,Sudan,SD,SDN,White Nile,,345068.0,1729229371,21,2054.0994870423897,35.8061777893272,aws,il-central-1,Middle East (Israel) - ???,31.5313113,34.8667654,0.0,0.0,,,0.0,0.0,0,0,0,0.6643676865178433,0.0,0.0,0.2844271969918442,0.0,30.841115415591393,66.43676865178433,-35.595653236192945
Narra,Narra,9.2833,118.4167,Philippines,PH,PHL,Palawan,,73212.0,1608000798,43,1512.6135955774748,46.939680704713766,azure,eastasia,"Hong Kong, East Asia, Asia Pacific",22.267,114.188,0.0,0.0,,,0.0,0.0,0,0,0,0.7528444928345602,0.0,0.0,0.048433667331181145,0.0,30.840284723350127,75.28444928345603,-44.444164560105904
Juliaca,Juliaca,-15.4908,-70.1269,Peru,PE,PER,Puno,,291189.0,1604174464,100,1996.309421995718,36.85589117753612,gcp,southamerica-west1,"Santiago, Chile, South America",-33.4377756,-70.6504502,0.0,0.0,,,0.0,0.0,0,0,0,0.673810370940021,0.0,0.0,0.25858548627568606,0.0,30.831197131736133,67.38103709400211,-36.54983996226598
Spanish Town,Spanish Town,17.9961,-76.9547,Jamaica,JM,JAM,Saint Catherine,admin,131056.0,1388689196,103,1717.5899325847224,42.36723142523337,gcp,us-east1,"Moncks Corner, South Carolina, North America",33.1973235,-80.01094796275407,0.0,0.0,,,0.0,0.0,0,0,0,0.719352112045401,0.0,0.0,0.13706368055894813,0.0,30.830039690200262,71.9352112045401,-41.10517151433983
Gonder,Gonder,12.6,37.4667,Ethiopia,ET,ETH,Āmara,,323900.0,1231234833,23,2034.1745353606025,36.16467878413327,aws,me-south-1,Middle East (Bahrain),26.1551249,50.5344606,0.0,0.0,,,0.0,0.0,0,0,0,0.6676233504577663,0.0,0.0,0.2747908475819571,0.0,30.826796732040012,66.76233504577664,-35.93553831373663
Tagbilaran City,Tagbilaran City,9.65,123.85,Philippines,PH,PHL,Bohol,minor,105051.0,1608573250,76,1641.9123153268015,44.001073366974914,gcp,asia-east1,"Changhua County, Taiwan, APAC",24.0755667,120.5444667,0.0,0.0,,,0.0,0.0,0,0,0,0.7317175568153937,0.0,0.0,0.10339670753146929,0.0,30.81965288558779,73.17175568153938,-42.352102795951595
Yafran,Yafran,32.0628,12.5267,Libya,LY,LBY,Al Jabal al Gharbī,,72662.0,1434967497,17,1517.624737623809,46.822217218908335,aws,eu-south-1,EU (Milan),45.4641943,9.1896346,0.0,0.0,,,0.0,0.0,0,0,0,0.7520256906252182,0.0,0.0,0.04728584347838896,0.0,30.79031527718456,75.20256906252182,-44.412253785337256
Chiang Rai,Chiang Rai,19.9094,99.8275,Thailand,TH,THA,Chiang Rai,admin,70610.0,1764748484,1,1509.7180429665543,47.0076880800783,aws,ap-east-1,Asia Pacific (Hong Kong),22.2793278,114.1628131,0.0,0.0,,,0.0,0.0,0,0,0,0.753317615498649,0.0,0.0,0.04292536635386934,0.0,30.776585115254,75.3317615498649,-44.55517643461089
Zinjibār,Zinjibar,13.1283,45.3803,Yemen,YE,YEM,Abyan,admin,70801.0,1887645956,22,1511.1010714191686,46.97519283178328,aws,me-central-1,Middle East (United Arab Emirates) - ???,24.0002488,53.9994829,0.0,0.0,,,0.0,0.0,0,0,0,0.753091633728004,0.0,0.0,0.043336552657365045,0.0,30.77371363898064,75.3091633728004,-44.53544973381976
Valencia,Valencia,7.9,125.0833,Philippines,PH,PHL,Bukidnon,,192993.0,1608418474,76,1862.40429589441,39.40796834209657,gcp,asia-east1,"Changhua County, Taiwan, APAC",24.0755667,120.5444667,0.0,0.0,,,0.0,0.0,0,0,0,0.6956899768422714,0.0,0.0,0.19597589394499537,0.0,30.767237482865788,69.56899768422714,-38.801760201361354
Mudon,Mudon,16.2618,97.7215,Myanmar,MM,MMR,Mon State,,152300.0,1104174785,83,1783.6971766026047,40.98973205623631,gcp,asia-southeast1,"Jurong West, Singapore, APAC",1.3434392,103.7058663,0.0,0.0,,,0.0,0.0,0,0,0,0.7085504311201998,0.0,0.0,0.1599307677682878,0.0,30.74097876133231,70.85504311201998,-40.11406435068767
Qaraçuxur,Qaracuxur,40.3969,49.9733,Azerbaijan,AZ,AZE,Bakı,,85900.0,1031616606,23,1584.4641656690114,45.28329058359273,aws,me-south-1,Middle East (Bahrain),26.1551249,50.5344606,0.0,0.0,,,0.0,0.0,0,0,0,0.7411043735185495,0.0,0.0,0.07276143085788812,0.0,30.735596403610298,74.11043735185496,-43.37484094824465
